Autopista,Concesionario,Operador,Caseta,IAVE,Ubicación de caseta en Km,Coordenada latitud en grados,Coordenada longitud en grados,Tramo de cobro,Longitud en Km
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Ruíz A1,NO,  ,21.953097,-105.120877,  Entronque San Blas - Estación Ruiz,  26.618
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Ruíz,NO,  ,21.951811,-105.116064,  Estación Yago - Rosamorada,  31.700
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Trapichillo,SI,  5+100,21.571769,-104.987465,  Tepic - Ent. San Blas,  25.000
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Yago A1,NO,  ,21.844631,-105.084918,  Ent San Blas - Estación Yago,  13.480
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Yago A2,NO,  ,21.845203,-105.086575,  Estación Yago - Ruiz,  13.138
Tihuatlán - Tuxpam y Puente Tuxpam,FIDEICOMISO AUTOPISTAS Y PUENTES DEL GOLFO CENTRO,CAPUFE,  Tuxpam,NO,  342+700,20.918939,-97.415892,  Tihuatlán - Tuxpam,  37.500
Torreón - Saltillo,BANOBRAS FONADIN,CAPUFE,  La Cuchilla,SI,  67+036,25.627001,-102.878215,  Matamoros - La Cuchilla,  39.840
Torreón - Saltillo,BANOBRAS FONADIN,CAPUFE,  Plan de Ayala,SI,  142+000,25.444123,-101.303947,  Loma Bonita - Puebla,  78.000
Tuxtla Gutiérrez - San Cristóbal de las Casas,CONCESIONARIA DE AUTOPISTAS DEL SURESTE S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DEL SURESTE S. A. DE C. V.,  Chiapa de Corzo,SI,  0+000,16.730618,-93.0095,  Tuxtla Gutiérrez - San Cristóbal de las Casas,  21.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Santa Casilda,SI,  132+500,19.152932,-101.97813,  Ent. Cajones - Ent. Cuatro Caminos,  31.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Santa Casilda A1,NO,  132+500,19.156446,-101.976099,  Ent. Cajones - Ent. Santa Casilda,  11.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Santa Casilda A1,NO,  132+500,19.156446,-101.976099,  Ent. Santa Casilda - Ent. Cuatro Caminos,  20.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Taretán,SI,  102+200,19.355443,-101.917902,  Ent. Zirimícuaro - Ent. Cajones,  29.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Taretán A1,NO,  102+200,19.351874,-101.917368,  Ent. Zirimícuaro - Taretán,  8.000
Uruapan - Nueva Italia,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Taretán A1,NO,  102+200,19.351874,-101.917368,  Taretán - Ent. Cajones,  21.000
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  Cuencamé III,SI,  143+222,24.981671,-103.73525,  Yerbanís - Pedriceña,  48.550
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  Cuencamé III A2,SI,  146+150/143+100,24.980948,-103.736669,  Cuencamé - Pedriceña,  18.630
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  Cuencamé III A1,SI,  146+150/143+100,24.980356,-103.734326,  Yerbanís - Cuencamé,  29.920
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  León Guzmán A2,SI,  212+659,25.519483,-103.63969,  León Guzmán - Gómez Palacio,  16.970
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  León Guzmán,SI,  212+659,25.520619,-103.639462,  Pedriceña - Gómez Palacio,  68.450
Yerbanís - Gómez Palacio,AUTOPISTAS DE CUOTA S. A. DE C. V.,AUTOPISTAS DE CUOTA S. A. DE C. V.,  León Guzmán A1,SI,  212+500,25.519463,-103.639408,  Pedirceña - León Guzmán,  51.480
Zacapalco - Rancho Viejo,BANOBRAS FONADIN,CAPUFE,  Zacapalco,SI,  0+500,18.537976,-99.447394,  Zacapalco - Rancho Viejo,  17.300
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Jalostotitlán,SI,  90+800,21.117576,-102.458041,  Ent. Arandas - El Desperdicio,  65.216
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Jalostotitlán,SI,  90+800,21.117576,-102.458041,  Ent. Arandas - Jalostotitlán,  37.516
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Jalostotitlán A1,SI,  91+000,21.119064,-102.455793,  Jalostotitlán - El Desperdicio,  27.700
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Jalostotitlán A2,SI,  91+000,21.120273,-102.455559,  El Desperdicio - Jalostotitlán,  27.700
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  San Juan A1,NO,  110+400,21.224694,-102.313144,  Ent. San Juan de los Lagos - El Desperdicio,  8.180
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  San Juan A2,NO,  110+400,21.225663,-102.313651,  El Desperdicio - Ent. San Juan de los Lagos,
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Tepatitlán,SI,  41+512,20.824618,-102.794958,  Zapotlanejo - Ent. Arandas,  53.284
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Tepatitlán,SI,  41+512,20.824618,-102.794958,  Tepatitlán - Ent. Arandas,  11.772
Zapotlanejo - Lagos de Moreno,RED DE AUTOPISTAS DE OCCIDENTE S. A. P. I. B. DE C. V.,RED DE CARRETERAS DE OCCIDENTE S. A. P. I. B. DE C. V.,  Tepatitlán Aux.,NO,  41+512,20.82091,-102.794064,  Zapotlanejo - Tepatitlán,  41.512
